nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17
P3,Intensity Max,303,303,303,0,303,303,303,303,1,,Surface,1,,Image 1,,113,
P3,Intensity Max,259,259,259,0,259,259,259,259,1,,Surface,1,,Image 1,,114,
P3,Intensity Max,339,339,339,0,339,339,339,339,1,,Surface,1,,Image 1,,115,
P3,Intensity Max,210,210,210,0,210,210,210,210,1,,Surface,1,,Image 1,,116,
P3,Intensity Max,215,215,215,0,215,215,215,215,1,,Surface,1,,Image 1,,117,
P3,Intensity Max,235,235,235,0,235,235,235,235,1,,Surface,1,,Image 1,,118,
P3,Intensity Max,251,251,251,0,251,251,251,251,1,,Surface,1,,Image 1,,119,
P3,Intensity Max,285,285,285,0,285,285,285,285,1,,Surface,1,,Image 1,,120,
P3,Intensity Max,229,229,229,0,229,229,229,229,1,,Surface,1,,Image 1,,121,
P3,Intensity Max,270,270,270,0,270,270,270,270,1,,Surface,1,,Image 1,,122,
P3,Intensity Max,260,260,260,0,260,260,260,260,1,,Surface,1,,Image 1,,123,
P3,Intensity Max,234,234,234,0,234,234,234,234,1,,Surface,1,,Image 1,,124,
P3,Intensity Max,275,275,275,0,275,275,275,275,1,,Surface,1,,Image 1,,125,
P3,Intensity Max,237,237,237,0,237,237,237,237,1,,Surface,1,,Image 1,,126,
P3,Intensity Max,260,260,260,0,260,260,260,260,1,,Surface,1,,Image 1,,127,
P3,Intensity Max,257,257,257,0,257,257,257,257,1,,Surface,1,,Image 1,,128,
P3,Intensity Max,259,259,259,0,259,259,259,259,1,,Surface,1,,Image 1,,129,
P3,Intensity Max,248,248,248,0,248,248,248,248,1,,Surface,1,,Image 1,,130,
P3,Intensity Max,295,295,295,0,295,295,295,295,1,,Surface,1,,Image 1,,131,
P3,Intensity Max,257,257,257,0,257,257,257,257,1,,Surface,1,,Image 1,,132,
P3,Intensity Max,276,276,276,0,276,276,276,276,1,,Surface,1,,Image 1,,133,
P3,Intensity Max,238,238,238,0,238,238,238,238,1,,Surface,1,,Image 1,,134,
P3,Intensity Max,200,200,200,0,200,200,200,200,1,,Surface,1,,Image 1,,135,
P3,Intensity Max,210,210,210,0,210,210,210,210,1,,Surface,1,,Image 1,,136,
P3,Intensity Max,242,242,242,0,242,242,242,242,1,,Surface,1,,Image 1,,137,
P3,Intensity Max,207,207,207,0,207,207,207,207,1,,Surface,1,,Image 1,,138,
P3,Intensity Max,218,218,218,0,218,218,218,218,1,,Surface,1,,Image 1,,139,
P3,Intensity Max,293,293,293,0,293,293,293,293,1,,Surface,1,,Image 1,,140,
P3,Intensity Max,234,234,234,0,234,234,234,234,1,,Surface,1,,Image 1,,141,
P3,Intensity Max,224,224,224,0,224,224,224,224,1,,Surface,1,,Image 1,,142,
P3,Intensity Max,229,229,229,0,229,229,229,229,1,,Surface,1,,Image 1,,143,
P3,Intensity Max,266,266,266,0,266,266,266,266,1,,Surface,1,,Image 1,,144,
P3,Intensity Max,234,234,234,0,234,234,234,234,1,,Surface,1,,Image 1,,145,
P3,Intensity Max,235,235,235,0,235,235,235,235,1,,Surface,1,,Image 1,,146,
P3,Intensity Max,200,200,200,0,200,200,200,200,1,,Surface,1,,Image 1,,147,
P3,Intensity Max,221,221,221,0,221,221,221,221,1,,Surface,1,,Image 1,,148,
P3,Intensity Max,200,200,200,0,200,200,200,200,1,,Surface,1,,Image 1,,149,
P3,Intensity Max,266,266,266,0,266,266,266,266,1,,Surface,1,,Image 1,,150,
,,,,,,,,,,,,,,,,,,
C,Intensity Max,253,253,253,0,253,253,253,253,1,,Surface,1,,Image 1,,58,
C,Intensity Max,564,564,564,0,564,564,564,564,1,,Surface,1,,Image 1,,59,
C,Intensity Max,694,694,694,0,694,694,694,694,1,,Surface,1,,Image 1,,60,
C,Intensity Max,1298,1298,1298,0,1298,1298,1298,1298,1,,Surface,1,,Image 1,,61,
C,Intensity Max,1302,1302,1302,0,1302,1302,1302,1302,1,,Surface,1,,Image 1,,62,
C,Intensity Max,1446,1446,1446,0,1446,1446,1446,1446,1,,Surface,1,,Image 1,,63,
C,Intensity Max,1850,1850,1850,0,1850,1850,1850,1850,1,,Surface,1,,Image 1,,64,
C,Intensity Max,1868,1868,1868,0,1868,1868,1868,1868,1,,Surface,1,,Image 1,,65,
C,Intensity Max,1736,1736,1736,0,1736,1736,1736,1736,1,,Surface,1,,Image 1,,66,
C,Intensity Max,2945,2945,2945,0,2945,2945,2945,2945,1,,Surface,1,,Image 1,,67,
C,Intensity Max,2056,2056,2056,0,2056,2056,2056,2056,1,,Surface,1,,Image 1,,68,
C,Intensity Max,1523,1523,1523,0,1523,1523,1523,1523,1,,Surface,1,,Image 1,,69,
C,Intensity Max,2538,2538,2538,0,2538,2538,2538,2538,1,,Surface,1,,Image 1,,70,
C,Intensity Max,1807,1807,1807,0,1807,1807,1807,1807,1,,Surface,1,,Image 1,,71,
C,Intensity Max,1842,1842,1842,0,1842,1842,1842,1842,1,,Surface,1,,Image 1,,72,
C,Intensity Max,2542,2542,2542,0,2542,2542,2542,2542,1,,Surface,1,,Image 1,,73,
C,Intensity Max,1923,1923,1923,0,1923,1923,1923,1923,1,,Surface,1,,Image 1,,74,
C,Intensity Max,3672,3672,3672,0,3672,3672,3672,3672,1,,Surface,1,,Image 1,,75,
C,Intensity Max,3336,3336,3336,0,3336,3336,3336,3336,1,,Surface,1,,Image 1,,76,
C,Intensity Max,2876,2876,2876,0,2876,2876,2876,2876,1,,Surface,1,,Image 1,,77,
C,Intensity Max,3834,3834,3834,0,3834,3834,3834,3834,1,,Surface,1,,Image 1,,78,
C,Intensity Max,4381,4381,4381,0,4381,4381,4381,4381,1,,Surface,1,,Image 1,,79,
C,Intensity Max,3209,3209,3209,0,3209,3209,3209,3209,1,,Surface,1,,Image 1,,80,
C,Intensity Max,3937,3937,3937,0,3937,3937,3937,3937,1,,Surface,1,,Image 1,,81,
C,Intensity Max,3482,3482,3482,0,3482,3482,3482,3482,1,,Surface,1,,Image 1,,82,
C,Intensity Max,3550,3550,3550,0,3550,3550,3550,3550,1,,Surface,1,,Image 1,,83,
C,Intensity Max,3973,3973,3973,0,3973,3973,3973,3973,1,,Surface,1,,Image 1,,84,
C,Intensity Max,3344,3344,3344,0,3344,3344,3344,3344,1,,Surface,1,,Image 1,,85,
C,Intensity Max,3580,3580,3580,0,3580,3580,3580,3580,1,,Surface,1,,Image 1,,86,
C,Intensity Max,3807,3807,3807,0,3807,3807,3807,3807,1,,Surface,1,,Image 1,,87,
C,Intensity Max,3061,3061,3061,0,3061,3061,3061,3061,1,,Surface,1,,Image 1,,88,
C,Intensity Max,3835,3835,3835,0,3835,3835,3835,3835,1,,Surface,1,,Image 1,,89,
C,Intensity Max,3314,3314,3314,0,3314,3314,3314,3314,1,,Surface,1,,Image 1,,90,
C,Intensity Max,2963,2963,2963,0,2963,2963,2963,2963,1,,Surface,1,,Image 1,,91,
C,Intensity Max,3467,3467,3467,0,3467,3467,3467,3467,1,,Surface,1,,Image 1,,92,
C,Intensity Max,3361,3361,3361,0,3361,3361,3361,3361,1,,Surface,1,,Image 1,,93,
C,Intensity Max,2829,2829,2829,0,2829,2829,2829,2829,1,,Surface,1,,Image 1,,94,
C,Intensity Max,2994,2994,2994,0,2994,2994,2994,2994,1,,Surface,1,,Image 1,,95,
C,Intensity Max,3521,3521,3521,0,3521,3521,3521,3521,1,,Surface,1,,Image 1,,96,
C,Intensity Max,3456,3456,3456,0,3456,3456,3456,3456,1,,Surface,1,,Image 1,,97,
C,Intensity Max,3273,3273,3273,0,3273,3273,3273,3273,1,,Surface,1,,Image 1,,98,
C,Intensity Max,3222,3222,3222,0,3222,3222,3222,3222,1,,Surface,1,,Image 1,,99,
C,Intensity Max,3551,3551,3551,0,3551,3551,3551,3551,1,,Surface,1,,Image 1,,100,
C,Intensity Max,4281,4281,4281,0,4281,4281,4281,4281,1,,Surface,1,,Image 1,,101,
C,Intensity Max,4308,4308,4308,0,4308,4308,4308,4308,1,,Surface,1,,Image 1,,102,
C,Intensity Max,3781,3781,3781,0,3781,3781,3781,3781,1,,Surface,1,,Image 1,,103,
C,Intensity Max,3934,3934,3934,0,3934,3934,3934,3934,1,,Surface,1,,Image 1,,104,
C,Intensity Max,3859,3859,3859,0,3859,3859,3859,3859,1,,Surface,1,,Image 1,,105,
C,Intensity Max,3128,3128,3128,0,3128,3128,3128,3128,1,,Surface,1,,Image 1,,106,
C,Intensity Max,3008,3008,3008,0,3008,3008,3008,3008,1,,Surface,1,,Image 1,,107,
C,Intensity Max,3578,3578,3578,0,3578,3578,3578,3578,1,,Surface,1,,Image 1,,108,
C,Intensity Max,3111,3111,3111,0,3111,3111,3111,3111,1,,Surface,1,,Image 1,,109,
C,Intensity Max,3658,3658,3658,0,3658,3658,3658,3658,1,,Surface,1,,Image 1,,110,
C,Intensity Max,3310,3310,3310,0,3310,3310,3310,3310,1,,Surface,1,,Image 1,,111,
C,Intensity Max,3234,3234,3234,0,3234,3234,3234,3234,1,,Surface,1,,Image 1,,112,
C,Intensity Max,2730,2730,2730,0,2730,2730,2730,2730,1,,Surface,1,,Image 1,,113,
C,Intensity Max,3507,3507,3507,0,3507,3507,3507,3507,1,,Surface,1,,Image 1,,114,
C,Intensity Max,3373,3373,3373,0,3373,3373,3373,3373,1,,Surface,1,,Image 1,,115,
C,Intensity Max,3521,3521,3521,0,3521,3521,3521,3521,1,,Surface,1,,Image 1,,116,
C,Intensity Max,3753,3753,3753,0,3753,3753,3753,3753,1,,Surface,1,,Image 1,,117,
C,Intensity Max,3367,3367,3367,0,3367,3367,3367,3367,1,,Surface,1,,Image 1,,118,
C,Intensity Max,3187,3187,3187,0,3187,3187,3187,3187,1,,Surface,1,,Image 1,,119,
C,Intensity Max,2468,2468,2468,0,2468,2468,2468,2468,1,,Surface,1,,Image 1,,120,
C,Intensity Max,3459,3459,3459,0,3459,3459,3459,3459,1,,Surface,1,,Image 1,,121,
C,Intensity Max,3841,3841,3841,0,3841,3841,3841,3841,1,,Surface,1,,Image 1,,122,
C,Intensity Max,2964,2964,2964,0,2964,2964,2964,2964,1,,Surface,1,,Image 1,,123,
C,Intensity Max,3634,3634,3634,0,3634,3634,3634,3634,1,,Surface,1,,Image 1,,124,
C,Intensity Max,3349,3349,3349,0,3349,3349,3349,3349,1,,Surface,1,,Image 1,,125,
C,Intensity Max,3349,3349,3349,0,3349,3349,3349,3349,1,,Surface,1,,Image 1,,126,
C,Intensity Max,3299,3299,3299,0,3299,3299,3299,3299,1,,Surface,1,,Image 1,,127,
C,Intensity Max,3382,3382,3382,0,3382,3382,3382,3382,1,,Surface,1,,Image 1,,128,
C,Intensity Max,2573,2573,2573,0,2573,2573,2573,2573,1,,Surface,1,,Image 1,,129,
C,Intensity Max,2587,2587,2587,0,2587,2587,2587,2587,1,,Surface,1,,Image 1,,130,
C,Intensity Max,2124,2124,2124,0,2124,2124,2124,2124,1,,Surface,1,,Image 1,,131,
C,Intensity Max,2305,2305,2305,0,2305,2305,2305,2305,1,,Surface,1,,Image 1,,132,
C,Intensity Max,2921,2921,2921,0,2921,2921,2921,2921,1,,Surface,1,,Image 1,,133,
C,Intensity Max,2481,2481,2481,0,2481,2481,2481,2481,1,,Surface,1,,Image 1,,134,
C,Intensity Max,3049,3049,3049,0,3049,3049,3049,3049,1,,Surface,1,,Image 1,,135,
C,Intensity Max,3616,3616,3616,0,3616,3616,3616,3616,1,,Surface,1,,Image 1,,136,
C,Intensity Max,2834,2834,2834,0,2834,2834,2834,2834,1,,Surface,1,,Image 1,,137,
C,Intensity Max,2716,2716,2716,0,2716,2716,2716,2716,1,,Surface,1,,Image 1,,138,
C,Intensity Max,2938,2938,2938,0,2938,2938,2938,2938,1,,Surface,1,,Image 1,,139,
C,Intensity Max,3333,3333,3333,0,3333,3333,3333,3333,1,,Surface,1,,Image 1,,140,
C,Intensity Max,2857,2857,2857,0,2857,2857,2857,2857,1,,Surface,1,,Image 1,,141,
C,Intensity Max,3335,3335,3335,0,3335,3335,3335,3335,1,,Surface,1,,Image 1,,142,
C,Intensity Max,3601,3601,3601,0,3601,3601,3601,3601,1,,Surface,1,,Image 1,,143,
C,Intensity Max,3154,3154,3154,0,3154,3154,3154,3154,1,,Surface,1,,Image 1,,144,
C,Intensity Max,3024,3024,3024,0,3024,3024,3024,3024,1,,Surface,1,,Image 1,,145,
C,Intensity Max,2862,2862,2862,0,2862,2862,2862,2862,1,,Surface,1,,Image 1,,146,
C,Intensity Max,2943,2943,2943,0,2943,2943,2943,2943,1,,Surface,1,,Image 1,,147,
C,Intensity Max,3050,3050,3050,0,3050,3050,3050,3050,1,,Surface,1,,Image 1,,148,
C,Intensity Max,3139,3139,3139,0,3139,3139,3139,3139,1,,Surface,1,,Image 1,,149,
C,Intensity Max,2899,2899,2899,0,2899,2899,2899,2899,1,,Surface,1,,Image 1,,150,
